"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CNI00500","CNI00500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04506","N/A"
"CNI00520","CNI00520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00179,CNAG_02090,CNAG_04505","GPA1"
"CNI00530","CNI00530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04504","N/A"
"CNI00545","CNI00545-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03415,CNAG_04503","N/A"
"CNI00550","CNI00550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04502","N/A"
"CNI00560","CNI00560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04501","TRP1"
"CNI00570","CNI00570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04500","N/A"
"CNI00580","CNI00580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04499","N/A"
"CNI00600","CNI00600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04498","N/A"
"CNI00610","CNI00610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04497","N/A"
"CNI00610","CNI00610-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04497","N/A"
"CNI00620","CNI00620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04496","N/A"
"CNI00625","CNI00625-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04495","N/A"
"CNI00630","CNI00630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04494","N/A"
"CNI00640","CNI00640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04493","N/A"
"CNI00650","CNI00650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04492","N/A"
"CNI00655","CNI00655-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07777","N/A"
"CNI00670","CNI00670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07776","N/A"
"CNI00680","CNI00680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07775","N/A"
"CNI00690","CNI00690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04488","N/A"
"CNI00700","CNI00700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04487","N/A"
"CNI00705","CNI00705-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04486","N/A"
"CNI00710","CNI00710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04485","N/A"
"CNI00720","CNI00720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04484","N/A"
"CNI00730","CNI00730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07774","N/A"
"CNI00740","CNI00740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07773","N/A"
"CNI00760","CNI00760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07772","N/A"
"CNI00780","CNI00780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04479","N/A"
"CNI00790","CNI00790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04478","N/A"
"CNI00800","CNI00800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07771","N/A"
"CNI00810","CNI00810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04476","N/A"
"CNI00820","CNI00820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04475","N/A"
"CNI00830","CNI00830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04474,CNAG_06536,CNAG_06537,CNAG_06538,CNAG_06539","N/A"
"CNI00840","CNI00840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04473","N/A"
"CNI00850","CNI00850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04472,CNAG_06557","N/A"
"CNI00860","CNI00860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04471,CNAG_06554","N/A"
"CNI00870","CNI00870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04470","N/A"
"CNI00880","CNI00880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02852,CNAG_04469","N/A"
"CNI00890","CNI00890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00450,CNAG_04468,CNAG_04535","N/A"
"CNI00900","CNI00900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01027,CNAG_04467","N/A"
"CNI00910","CNI00910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04466","N/A"
"CNI00920","CNI00920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04465","N/A"
"CNI00950","CNI00950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04463","N/A"
"CNI00960","CNI00960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04462","N/A"
"CNI00970","CNI00970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04461","HFM1"
"CNI00980","CNI00980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04460","N/A"
"CNI01000","CNI01000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04458","N/A"
"CNI01005","CNI01005-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04457","FZC30"
"CNI01010","CNI01010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04456","N/A"
"CNI01020","CNI01020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04455","N/A"
"CNI01030","CNI01030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04454","N/A"
"CNI01040","CNI01040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04453","IPC1"
"CNI01050","CNI01050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04452","N/A"
"CNI01060","CNI01060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04451","N/A"
"CNI01070","CNI01070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04450","N/A"
"CNI01080","CNI01080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00158,CNAG_01214,CNAG_04449","N/A"
"CNI01090","CNI01090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04448","N/A"
"CNI01100","CNI01100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04447","N/A"
"CNI01110","CNI01110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04446","N/A"
"CNI01120","CNI01120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04445","N/A"
"CNI01130","CNI01130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04444","N/A"
"CNI01140","CNI01140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04443,CNAG_05638,CNAG_06905","N/A"
"CNI01150","CNI01150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04442","N/A"
"CNI01160","CNI01160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04441","PAB1"
"CNI01170","CNI01170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04440","N/A"
"CNI01180","CNI01180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04439","N/A"
"CNI01190","CNI01190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04438","N/A"
"CNI01200","CNI01200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04437","N/A"
"CNI01210","CNI01210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04436","N/A"
"CNI01220","CNI01220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07770","FRE1"
"CNI01230","CNI01230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04434","N/A"
"CNI01240","CNI01240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04197,CNAG_04433","N/A"
"CNI01250","CNI01250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04432","N/A"
"CNI01260","CNI01260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07769","TOM1"
"CNI01300","CNI01300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04417","N/A"
"CNI01310","CNI01310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00904,CNAG_01844,CNAG_02336,CNAG_04416","N/A"
"CNI01340","CNI01340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01257,CNAG_01615,CNAG_01896,CNAG_02478,CNAG_03983,CNAG_04415,CNAG_07710,CNAG_07801","N/A"
"CNI01350","CNI01350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03845,CNAG_04414","N/A"
"CNI01355","CNI01355-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04413","N/A"
"CNI01360","CNI01360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04412,CNAG_07555","N/A"
"CNI01370","CNI01370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04411","N/A"
"CNI01380","CNI01380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04410","N/A"
"CNI01390","CNI01390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04409","N/A"
"CNI01400","CNI01400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04408","N/A"
"CNI01410","CNI01410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04407","N/A"
"CNI01420","CNI01420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04406","N/A"
"CNI01430","CNI01430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04405","N/A"
"CNI01440","CNI01440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04404","N/A"
"CNI01450","CNI01450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04403","N/A"
"CNI01460","CNI01460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04402","N/A"
"CNI01470","CNI01470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04401","N/A"
"CNI01480","CNI01480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01628,CNAG_04400","RSM10"
"CNI01490","CNI01490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04399","N/A"
"CNI01500","CNI01500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04345,CNAG_04398","ARO80"
"CNI01510","CNI01510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04397","N/A"
"CNI01520","CNI01520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04396","N/A"
"CNI01530","CNI01530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04395","BFR2"
"CNI01540","CNI01540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04374,CNAG_04394","N/A"
"CNI01540","CNI01540-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04374,CNAG_04394","N/A"
"CNI01550","CNI01550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04393,CNAG_06585","N/A"
"CNI01560","CNI01560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04392","MFE2"
"CNI01570","CNI01570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00419,CNAG_02160,CNAG_07766","N/A"
"CNI01580","CNI01580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07765","N/A"
"CNI01585","CNI01585-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04389","N/A"
"CNI01590","CNI01590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04388","SOD2"
"CNI01600","CNI01600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04387","N/A"
"CNI01610","CNI01610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01821,CNAG_04386","N/A"
"CNI01620","CNI01620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04385","N/A"
"CNI01630","CNI01630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04384","N/A"
"CNI01640","CNI01640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04383","N/A"
"CNI01650","CNI01650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04382","N/A"
"CNI01660","CNI01660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04381","N/A"
"CNI01660","CNI01660-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04381","N/A"
"CNI01670","CNI01670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04380","N/A"
"CNI01680","CNI01680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04379","N/A"
"CNI01690","CNI01690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04378","N/A"
"CNI01700","CNI01700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04377","N/A"
"CNI01730","CNI01730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04376","N/A"
"CNI01740","CNI01740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04375","N/A"
"CNI01750","CNI01750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04374,CNAG_04394","N/A"
"CNI01760","CNI01760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03413,CNAG_04373","N/A"
"CNI01770","CNI01770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04372","N/A"
"CNI01780","CNI01780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04371","HSV2"
"CNI01790","CNI01790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04370","UTP10"
"CNI01800","CNI01800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04369","N/A"
"CNI01810","CNI01810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04368","N/A"
"CNI01820","CNI01820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04367","N/A"
"CNI01825","CNI01825-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04366","N/A"
"CNI01830","CNI01830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04365","N/A"
"CNI01850","CNI01850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04364","N/A"
"CNI01870","CNI01870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04363","N/A"
"CNI01880","CNI01880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04362","N/A"
"CNI01880","CNI01880-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04362","N/A"
"CNI01890","CNI01890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04361","N/A"
"CNI01900","CNI01900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04360","TRM5"
"CNI01910","CNI01910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04359","N/A"
"CNI01920","CNI01920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04358","ATM1"
"CNI01930","CNI01930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03223,CNAG_04357","N/A"
"CNI01940","CNI01940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04356","N/A"
"CNI01950","CNI01950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04355","N/A"
"CNI01960","CNI01960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04354","N/A"
"CNI01970","CNI01970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04353","CLR1"
"CNI01980","CNI01980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04352","ZAP103"
"CNI01990","CNI01990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01075,CNAG_04351","N/A"
"CNI02000","CNI02000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04350,CNAG_06614","N/A"
"CNI02000","CNI02000-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04350,CNAG_06614","N/A"
"CNI02000","CNI02000-t26_3","Cryptococcus neoformans var. neoformans JEC21","CNAG_04350,CNAG_06614","N/A"
"CNI02010","CNI02010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04349","N/A"
"CNI02020","CNI02020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04348","N/A"
"CNI02030","CNI02030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04347,CNAG_04776","N/A"
"CNI02040","CNI02040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02781,CNAG_03280,CNAG_04346","N/A"
"CNI02050","CNI02050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04345,CNAG_04398","ARO8001"
"CNI02060","CNI02060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04096,CNAG_04344","N/A"
"CNI02070","CNI02070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02600,CNAG_04343,CNAG_06942","N/A"
"CNI02080","CNI02080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04342","N/A"
"CNI02090","CNI02090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04341","N/A"
"CNI02090","CNI02090-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04341","N/A"
"CNI02100","CNI02100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01085,CNAG_04340","N/A"
"CNI02110","CNI02110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04339","EXO84"
"CNI02120","CNI02120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04337,CNAG_04338,CNAG_06317","N/A"
"CNI02130","CNI02130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04336","N/A"
"CNI02140","CNI02140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04335","N/A"
"CNI02150","CNI02150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04334","N/A"
"CNI02160","CNI02160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04333","N/A"
"CNI02170","CNI02170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04332","N/A"
"CNI02180","CNI02180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04331","N/A"
"CNI02190","CNI02190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04330","N/A"
"CNI02200","CNI02200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04329","N/A"
"CNI02210","CNI02210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04328","N/A"
"CNI02220","CNI02220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04327","N/A"
"CNI02230","CNI02230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04326,CNAG_06374,CNAG_06638","N/A"
"CNI02240","CNI02240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04325","N/A"
"CNI02250","CNI02250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04324,CNAG_07685","N/A"
"CNI02260","CNI02260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01174,CNAG_04323","N/A"
"CNI02270","CNI02270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04322","N/A"
"CNI02280","CNI02280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04321","N/A"
"CNI02290","CNI02290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04320","CPS1"
"CNI02300","CNI02300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04319","N/A"
"CNI02310","CNI02310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04318","N/A"
"CNI02320","CNI02320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04317","N/A"
"CNI02330","CNI02330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02859,CNAG_04314,CNAG_04316","N/A"
"CNI02340","CNI02340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04315","N/A"
"CNI02350","CNI02350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02859,CNAG_04314,CNAG_04316","N/A"
"CNI02360","CNI02360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00154,CNAG_01112,CNAG_02758,CNAG_04313,CNAG_05444","N/A"
"CNI02370","CNI02370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04312","MAN1"
"CNI02380","CNI02380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04311","N/A"
"CNI02390","CNI02390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04310","N/A"
"CNI02400","CNI02400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04309","N/A"
"CNI02410","CNI02410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03134,CNAG_04308","HAD1"
"CNI02420","CNI02420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04307","URO1"
"CNI02440","CNI02440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04306","N/A"
"CNI02450","CNI02450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04305","N/A"
"CNI02460","CNI02460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04304","N/A"
"CNI02470","CNI02470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04303","BRE1"
"CNI02480","CNI02480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04302","N/A"
"CNI02490","CNI02490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04301","N/A"
"CNI02500","CNI02500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04300","N/A"
"CNI02510","CNI02510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04298","N/A"
"CNI02520","CNI02520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04297","N/A"
"CNI02530","CNI02530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04296","N/A"
"CNI02540","CNI02540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04295","N/A"
"CNI02545","CNI02545-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04294","N/A"
"CNI02550","CNI02550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04293","VPS41"
"CNI02560","CNI02560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04292","N/A"
"CNI02590","CNI02590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04290","N/A"
"CNI02600","CNI02600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04289","N/A"
"CNI02610","CNI02610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04288","N/A"
"CNI02620","CNI02620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04287","N/A"
"CNI02630","CNI02630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04286","N/A"
"CNI02640","CNI02640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04285","N/A"
"CNI02650","CNI02650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04284","N/A"
"CNI02660","CNI02660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04283","FLC1"
"CNI02670","CNI02670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02511,CNAG_02531,CNAG_04282,CNAG_04514","MPK2"
"CNI02680","CNI02680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04281","N/A"
"CNI02690","CNI02690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02964,CNAG_04280","N/A"
"CNI02700","CNI02700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04130","N/A"
"CNI02710","CNI02710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01398,CNAG_04131","N/A"
"CNI02720","CNI02720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04132","CWC2"
"CNI02730","CNI02730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04133","N/A"
"CNI02740","CNI02740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07757","N/A"
"CNI02750","CNI02750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04136","MRI1"
"CNI02760","CNI02760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04137","N/A"
"CNI02770","CNI02770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04138,CNAG_04139","N/A"
"CNI02780","CNI02780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04140","N/A"
"CNI02790","CNI02790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00308,CNAG_03420,CNAG_03960,CNAG_04141,CNAG_04988","N/A"
"CNI02800","CNI02800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01690,CNAG_04142,CNAG_04536","N/A"
"CNI02805","CNI02805-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04143,CNAG_06243,CNAG_07009","N/A"
"CNI02810","CNI02810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07758","N/A"
"CNI02830","CNI02830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04149","N/A"
"CNI02840","CNI02840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04148","N/A"
"CNI02850","CNI02850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04147","RRP3"
"CNI02860","CNI02860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04146","N/A"
"CNI02870","CNI02870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04150","N/A"
"CNI02880","CNI02880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04151","N/A"
"CNI02890","CNI02890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04152","PPE1"
"CNI02900","CNI02900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04153","N/A"
"CNI02910","CNI02910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04154,CNAG_06894,CNAG_06895","N/A"
"CNI02920","CNI02920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04155","N/A"
"CNI02930","CNI02930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04156","N/A"
"CNI02940","CNI02940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04157","N/A"
"CNI02950","CNI02950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04158","HIRA"
"CNI02950","CNI02950-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04158","HIRA"
"CNI02960","CNI02960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04159","N/A"
"CNI02965","CNI02965-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04160","N/A"
"CNI02965","CNI02965-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_04160","N/A"
"CNI02970","CNI02970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04161","N/A"
"CNI02980","CNI02980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00396,CNAG_04162","PKA2"
"CNI02990","CNI02990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04163","N/A"
"CNI03010","CNI03010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04164,CNAG_07376","N/A"
