SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
14489,GO:0005840,GO:0005840,FALSE,GO:0005840,ribosome,ENR,CNB04730|CNB04930|CNB05510|CNC00700|CNC01030|CNA02220|CNC01900|CNC02805|CNC02880|CND02780|CNC03760|CNC04290|CND04400|CNC04305|CNC04540|CNC05240|CNC05320|CND03060|CNI03760|CND03460|CND04600|CNE05130|CND05660|CND05700|CNG04020|CNE01960|CNE02160|CNE02170|CNE02690|CNE04000|CNE04980|CNF00040|CNF02140|CNF04150|CNG01450|CNG03160|CNG04360|CNH00340|CNH01600|CNH01605|CNH01770|CNH02050|CNH02760|CNI01050|CNI01090|CNI01480|CNI02170|CNI02560|CNI03170|CNK01350|CNJ01140|CNJ01410|CNJ01560|CNJ02260|CNJ02550|CNJ03110|CNJ03120|CNE02300|CNK01360|CNK02900|CNK03080|CNK03100|CNL05120|CNL05155|CNM00390|CNM01020|CNJ00520|CNM02240|CNM02320|CNN01910|CNI00230|CNH01270|CNM01750|CNN00120|CNC02150|CNE00550|CNA08220|CNE00790|CNB00600|CND04200|CNJ00390|CNB01910|CNB02360|CNK01450|CNB02830|CNL05370|CNC00350|CNC01630|CNC03010|CNC05360|CNC06990|CND05450|CNE03060|CNA06350|CNG00300|CNG02920|CNJ03370|CNK02240|CNC04580|CNC06100|CND02610|CND02960|CNF00580|CNB01090|CND06280|CNF02270|CNB02750|CNF00670|CNJ00980|CNF01650|CNF03840|CNG02740|CNE01910|CNI02150|CND02790|CNI04340|CND04480|CNK01950|CNK03230|CNG02250|CNG03720|CNH01040|CNA00250|CNA01060|CNA06360|CNA06820|CNA07490|CNB02420|CNE03910|CNB04880|CNB05030|CNC03070|CNC01410|CNE03920|CNH02040|CNB04840|CNC02790|CNC06940|CND03100|CND05910|CNA01000|CNF01790|CNF02150|CNA03330|CNG00830|CNG01090|CNA04850|CNG03520|CNA04940|CNI01120|CNA05170|CNA05210|CNJ01920|CNA05910|CNA06200|CNL03960|CNA06500|CNN01720|CNA07010|CNA07570|CNA07960|CNA07980|CNB02740|CNB02870|CNB03010|CNB04500,166,0,0.0056,0.092,-0.5532,-1.953,-1
14490,GO:0000027,GO:0000027,FALSE,GO:0000027,ribosomal large subunit assembly,ENR,CNA04950|CNA06470|CNB01910|CNB02360|CNB02830|CNC00350|CNC00500|CNC01060|CNC01630|CNC02820|CNC03010|CNC05360|CNC05710|CNC06990|CND03120|CND05450|CNE01670|CNE03060|CNG00300|CNG01700|CNG02920|CNH02690|CNJ01380|CNJ03370|CNK02240,25,0.0093,0.0957,0.987,-0.6857,-1.6558,-0.9907
14491,GO:0001510,GO:0001510,FALSE,GO:0001510,RNA methylation,ENR,CNI01900|CNA02480|CNB02220|CNB02570|CNB05130|CNB05160|CNC01420|CNC04020|CND02300|CNE03520|CNF03010|CNI01820|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNA00760|CNB00250|CND00130|CNC00420|CNC01440|CNC01870|CNE01660|CNE02590|CNE03860|CNG00280|CNG02370|CNG03590|CNH01430|CNI00700|CNC05170|CNJ02050|CNJ03280|CNK00420|CNK00740,35,0,0.0269,0.466,-0.7228,-1.8304,-1
14492,GO:0000154,GO:0000154,FALSE,GO:0000154,rRNA modification,ENR,CNA02480|CNB02220|CNB02570|CNB05130|CNB05160|CNC01420|CNC04020|CNC06340|CND01790|CND02300|CND02470|CND02940|CNE01710|CNE03320|CNE03520|CNF00090|CNF03010|CNF04820|CNI01820|CNI03970|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNN01050,25,0,0.0056,0.088,-0.8057,-1.9554,-1
14493,GO:0010501,GO:0010501,FALSE,GO:0010501,RNA secondary structure unwinding,ENR,CND00630|CNH00060|CNH00280|CNM02050|CND02650|CNC03180|CNI02850|CNA06640|CNA07200|CNF01240|CNA08360|CNJ00220|CNA07620|CNB01970|CNA07860|CNA01540|CNB05040|CNC00010|CNH02470|CNN02440|CNE05150|CNJ01590|CNE00590|CNA07420|CNH02690|CNC06460|CNI00970|CNG03650|CNC00100|CNB01060|CNF04910|CNI01550|CNG01650|CNC06360|CNI01880|CNB00610|CNG04690,37,0,0.0125,0.227,-0.7797,-1.8896,-1
14494,GO:0070993,GO:0070993,FALSE,GO:0070993,translation preinitiation complex,ENR,CNA05850|CNB01420|CND02370|CND05740|CNB05380|CNE01020|CNE03290|CNI00230|CNF04540|CNK01460|CNL05160|CNM00700|CNH01170|CNC02150|CNB01090|CNE00550|CNE00740|CNE04090|CNF01530|CNA04920,20,0,0.0934,0.98,-0.7342,-1.6647,-1
14495,GO:0009055,GO:0009055,FALSE,GO:0009055,electron transfer activity,ENR,CNG02173|CNG02210|CNG03480|CNH02030|CNH02730|CNH02740|CNA03110|CNI00360|CNI03270|CNK02100|CNK03240|CNL04890|CNL05510|CNF01340|CNM00720|CNM01810|CNM02270|CNN01330|CNC04490|CND05840|CNE01560|CNA01370|CND05770|CNA03530|CNA04420|CNA05000|CNA06950|CNB01310|CNB03380|CNB03500|CNB03640|CNB04460|CNB04720|CNB05410|CNC02900|CNC02910|CNC02920|CNC04560|CNC04660|CNC05480|CNC05590|CNC05970|CNC07090|CND04070|CNH01030|CND05570|CND01340|CNE02310|CNE02800|CNE03960|CNF00630|CNF01980|CNF03360|CNF03560|CNI01690|CNG00160,56,0,0.038,0.267,0.8623,1.5788,1
14496,GO:0009451,GO:0009451,FALSE,GO:0009451,RNA modification,ENR,CNC01370|CNH03600|CNI00670|CNN00820|CNN00830|CNG02010|CNB05560|CNG03760|CND05500|CNC05170|CND01140|CNA03820|CNA05950|CNB04270|CNC04270|CNC06160|CNF00150|CND05970|CNE03090|CNF02520|CNE04150|CNI01900|CNE04595|CNC02170|CNF00550|CNM00110|CNF02620|CNC02800|CNH00130|CNH00410|CNI04200|CNK00950|CNA03460|CNK02080|CNL05330|CNL06320|CNK03010|CNA02480|CNB02220|CNB02570|CNB05130|CNB05160|CNC01420|CNC04020|CNE04140|CNC06340|CND01790|CND02300|CND02470|CND02940|CNE01050|CNE01710|CNE03320|CNE03520|CNA03390|CNF00090|CNF03010|CNF04820|CNI01820|CNL04990|CNI03970|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNN01050|CNL05410|CNA00760|CNB00250|CND00130|CNC00420|CNC01440|CNC01870|CNE01660|CNE02590|CNA02240|CNE03860|CNA04140|CNG00280|CNE02870|CNG02370|CNG03590|CNI00050|CNB04410|CNH01430|CNE01870|CNI00700|CNJ02050|CNJ03280|CNK00420|CNK00740,91,0,0.0299,0.51,-0.598,-1.8195,-1
14497,GO:0000479,GO:0000479,FALSE,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENR,CNE02190|CNF00090|CNJ01990|CNE00590|CNE01670|CNF01810|CNC02570|CNB00450|CNA01540|CNC02190|CND03780|CND04200|CNC05910|CNG03270|CNG04380|CNI01730|CNN00090|CNI04340|CNL05200|CND04240,20,0.0041,0.0092,0.167,-0.8179,-1.9121,-0.9959
14498,GO:0000478,GO:0000478,FALSE,GO:0000478,endonucleolytic cleavage involved in rRNA processing,ENR,CNE02190|CNF00090|CNC04880|CNJ01990|CNE00590|CNE01670|CNF01810|CNC02570|CNB00450|CNA01540|CNC02190|CND03780|CND04200|CNC05910|CNG03270|CNG04380|CNI01730|CNN00090|CNI04340|CNL05200|CND04240,21,0,0.0029,0.041,-0.8199,-1.9919,-1
14499,GO:1903507,GO:1903507,FALSE,GO:1903507,negative regulation of nucleic acid-templated transcription,ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CND03540|CNF04670|CNG01430|CNN00550|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05020|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550,84,0,0.007,0.123,-0.6249,-1.9313,-1
14500,GO:0000122,GO:0000122,FALSE,GO:0000122,negative regulation of transcription by RNA polymerase II,ENR,CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNH00290|CNJ00280|CND05810|CNJ02920|CNK00090|CNK02070|CNI04110|CNK03060|CNK03070|CNM00930|CNF02840|CNA00400|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030,36,0.0056,0.0093,0.165,-0.7448,-1.9134,-0.9944
14501,GO:0005887,GO:0005887,FALSE,GO:0005887,integral component of plasma membrane,ENR,CNA02250|CNL05450|CNB04430|CNC02450|CNE04840|CNI00100|CNL06000|CNC06830|CNF00330|CNC03290|CNF00310|CNF00350|CNI01310|CNM00030|CNF02560|CNC04510|CNC04730|CNI01350|CNA05220|CNA05360|CNK02830|CNA05590|CNM01250|CNA05820|CNC06480|CNA07070|CNF04090|CNC07070|CNJ00070|CNA07920|CNJ00560|CNA08210|CNA08320|CNB04250|CND00440|CND00530|CNG00120|CNB00400|CNJ01450|CND04990|CNG00900|CNJ01880|CNJ01960|CNB01080|CNG01070|CNC05860|CND03190|CNJ02210|CNG01510|CND03510|CND05800|CNJ02950|CNB01630|CNC03960|CNG03580|CND05980|CND00350|CND06360|CNK00540|CNE00390|CNB04950|CNH00180|CNE01030|CNE01270|CNH03013|CNE01860|CNK01900|CNH01210|CNC00270|CND05330|CNC00290|CNE02110|CNF00690|CNA03400|CND01860|CNE02460|CNK02920|CNC00370|CNG00040|CNH01690|CNK03020|CNC00720|CNJ00820|CNC00900|CNA00670|CNA00680|CNC01330|CNE03790|CNL04860|CNL04910|CNB03350|CNL05010,92,0.0011,0.0918,0.953,0.8462,1.527,0.9989
14502,GO:0098876,GO:0098876,FALSE,GO:0098876,vesicle-mediated transport to the plasma membrane,ENR,CNA02420|CNA03720|CNC06760|CNF04190|CNK01840|CNA02970|CNA07140|CNC03190|CNI02110|CNJ02330|CNG02540|CNG02530|CNG02610|CND00210|CNH02300|CNI02280|CNI02090|CNF02650|CNH01700|CNE04320,20,0.0026,0.0954,0.856,0.908,1.5401,0.9974
14503,GO:0010558,GO:0010558,FALSE,GO:0010558,negative regulation of macromolecule biosynthetic process,ENR,CND03645|CNL05000|CNA07200|CNF01240|CND03210|CND03540|CNF04670|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA08010|CNB04890|CNC01550|CNC01750|CNE01590|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNF00340|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNJ00415|CNH01270|CNK02230|CNL05865|CNM01210|CND01930|CNB00550|CNK02590|CNA06620|CNF03810|CNA06550|CNE01490|CNM01820|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNC05330|CNI03050|CNM01520|CNN00500|CNI03280|CNC02150|CNG01430|CNN00550|CNB03160|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNA00400|CNG03620|CNA01820|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNC05020|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CNF01550|CNB03010|CND01880,129,0,0.0935,0.981,-0.554,-1.6632,-1
14504,GO:0030684,GO:0030684,FALSE,GO:0030684,preribosome,ENR,CND02710|CNA06980|CND02860|CNC00330|CNC02570|CNJ00090|CND03550|CNG02750|CNJ00650|CNN00090|CNN01880|CNJ02290|CNH00710|CNB05190|CNE01090|CNK00460|CNG01500|CNB00210|CNL04720|CNA07420|CNB00340|CNA07310|CNA07990|CNB03110|CNB00600|CND03780|CNA06470|CNG03270|CNI01730|CNB02830|CNB03680|CNL05200|CNC00350|CNN01780|CNC01060|CNC02820|CNB01260|CNB04640|CNC04880|CNG02770|CNE00590|CNE01200|CNE01670|CNF02230|CNH01340|CNM01320|CNN00480|CNA05930|CNA05935|CNH02690|CNB05580|CNE02360|CNJ01380|CNA07530|CND02550|CNB00040|CNG00150|CNB00540|CNB01060|CNB05270|CNB05450|CNC02190|CNG00800|CNC02340|CNC05910|CNG04380|CNC06360|CNI04340|CND05510|CNE02190|CNE03760|CNC01960|CNF04700|CNG01210|CNG01950|CNG02245|CNG02910|CNH02180|CNH01320|CNI01790|CNL04010|CNM00140|CNM00160|CNN00950|CNN01370|CNB02570|CNA04300|CNH02460|CNE03320|CNF00090|CNF04820|CNJ00110|CNJ01990|CNK00110|CNN01050|CNI01120|CNB05550,97,0,0,0,-0.777,-2.3704,-1
14505,GO:0050658,GO:0050658,FALSE,GO:0050658,RNA transport,ENR,CNA00560|CNI03750|CND02710|CNB00500|CNA05940|CNA07200|CND03210|CND04460|CNE02890|CNF04670|CNL03950|CND03780|CND05070|CND05090|CNB04060|CNB04290|CNG03370|CNC02045|CNH03800|CNJ00640|CNK00330|CNL03800|CNF03840|CNK00830|CNL06030|CNI04340|CND01750|CNI03180|CNB01140|CND01280|CNH00200|CNE02810|CNI02830|CNM00860|CNN00070|CNA00950|CNA01910|CNB00270|CNC02370|CNC04330|CND00190|CND03230|CNE05030|CNF01750|CND05580|CNG01470|CNG03240|CNI03290|CNI03320|CNI03520|CNI04120|CNJ01760|CNC06460|CNF02020|CNI01160|CNL06580|CNI01450|CNC05650|CNI01880|CNN01280,60,0,0.0666,0.883,-0.5678,-1.7243,-1
14506,GO:0030686,GO:0030686,FALSE,GO:0030686,90S preribosome,ENR,CNF04700|CNG02245|CNG02910|CNH02180|CNH01320|CND02710|CNI01790|CND02860|CNM00140|CNC02570|CNJ00090|CNB03110|CNH02460|CND03780|CNG03270|CNI01730|CNL05200|CNF04820|CNB01260|CNB04640|CNJ01990|CNN01050|CNH00710|CNI01120|CNN00480|CNH02690|CNB05580|CNE02360|CND02550|CNB00040|CNG00150|CNB00540|CNE01090|CNB05270|CNC02190|CNG00800|CNC05910|CNG04380|CNI04340,39,0,0,0,-0.8405,-2.2443,-1
14507,GO:0050657,GO:0050657,FALSE,GO:0050657,nucleic acid transport,ENR,CNA00560|CNI03750|CND02710|CNB00500|CNA05940|CNA07200|CND03210|CND04460|CNE02890|CNF04670|CNL03950|CND03780|CND05070|CND05090|CNB04060|CNB04290|CNG03370|CNC02045|CNH03800|CNJ00640|CNK00330|CNL03800|CNF03840|CNK00830|CNL06030|CNI04340|CND01750|CNI03180|CNB01140|CND01280|CNH00200|CNE02810|CNI02830|CNM00860|CNN00070|CNA00950|CNA01910|CNB00270|CNC02370|CNC04330|CND00190|CND03230|CNE05030|CNF01750|CND05580|CNG01470|CNG03240|CNI03290|CNI03320|CNI03520|CNI04120|CNJ01760|CNC06460|CNF02020|CNI01160|CNL06580|CNI01450|CNC05650|CNI01880|CNN01280,60,0,0.0766,0.931,-0.5678,-1.7056,-1
14508,GO:0030688,GO:0030688,FALSE,GO:0030688,"preribosome, small subunit precursor",ENR,CNE02190|CNC01960|CNF04700|CNG02245|CNJ00110|CNG02770|CNC02570|CNN01370|CNA04300|CNB03110|CNG02750|CND03780|CNC06360|CNN01780,14,0,0.0435,0.672,-0.8149,-1.7837,-1
14509,GO:0030687,GO:0030687,FALSE,GO:0030687,"preribosome, large subunit precursor",ENR,CNG01950|CNH01320|CNA06980|CNC00330|CNA07310|CNB02570|CNA07990|CND03550|CNB00600|CNA06470|CNJ00650|CNN00090|CNB02830|CNB03680|CNN01880|CNC00350|CNC01060|CNC02820|CNB01260|CNB04640|CNC04880|CNG02770|CNE00590|CNE01670|CNF02230|CNH01340|CNM01320|CNN00480|CNH02690|CNJ01380|CNB05190|CNB01060|CNK00460|CNB05550|CNB00210,35,0,0.0038,0.057,-0.7751,-1.9748,-1
14510,GO:0016810,GO:0016810,FALSE,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",ENR,CNL06500|CNA06390|CNB00950|CNA06000|CNG00550|CNM01170|CNG00390|CNN01875|CNN02060|CNG00130|CNN00990|CNM01890|CNN00270|CNA07780|CNM00180|CNA07220|CND06120|CNC05290|CNA03250|CNC00780|CNG03760|CNC05900|CNM00170|CNB04610|CNA05950|CND03500|CNC02640|CNC02650|CNC04270|CNE04500|CNI00370|CNM02180|CNB04920|CND05970|CNG04320|CNC02060|CNE00950|CNF01740|CND04950|CNF02900|CNF00550|CNE05310|CNE05320|CND01740|CNI04200|CNK02550|CNJ02940|CNL06320|CNA05500|CNC03570|CND03490|CND03580|CNC00580|CNI00600|CNI02290|CNE03850|CNB00190|CNC01650|CNF02840|CNE04520|CNB04130|CNC04940|CNH03520|CNF01390|CNF01800|CNA06790|CNH01900|CNA07120|CNK01400|CNL05260|CNM00770|CNH02110|CND00740|CND02340|CNA00020|CNA07900|CNG00590|CNE01840|CNF03210|CNK03410|CNF01380,81,0.0011,0.0971,0.88,0.8214,1.5375,0.9989
14511,GO:0008094,GO:0008094,FALSE,GO:0008094,"ATPase, acting on DNA",ENR,CND00630|CNC06510|CND02650|CNA06980|CNC02960|CNA06640|CNB04440|CNC02830|CNB05090|CNA07200|CNG02470|CNF01240|CNN00630|CNJ00220|CNB01970|CNI02710|CNH02480|CNB05040|CNK01700|CNC02390|CNA03220|CNA03600|CNA03725|CND00900|CNJ01590|CNA05320|CND06010|CNA06990|CNA07480|CNA08010|CNE02430|CNF03920|CNC01550|CNF04330|CNC03920|CNG01650|CNC05410|CND06190|CNA02850|CND02890|CNK02030|CNA03560|CNN01340|CNK03090|CNE03980|CNI01000|CNE04710|CNL04590|CNE05150|CNH00770|CNH01330|CNA07420|CNK02320|CNK02590|CNB00610|CNL04240|CNM01980|CNM01780|CNM02050|CNE01490|CNM01820|CNN01100|CNK01830|CNB01640|CNA05570|CNA05940|CNB02210|CNA01540|CND05090|CNA00900|CNE00590|CNB05350|CNH02690|CNA07030|CNB04510|CNC04970|CNG03650|CNC00100|CNA06400|CNB01060|CNC02340|CNC06360|CNG02090|CNG02380|CNH00280|CNH00610|CNK01320|CNC03180|CNI02850|CNM00780|CNC03680|CNA07620|CNH02010|CNA07860|CNH02470|CNH02510|CNA00990|CNA06840|CNE00510|CNB01380|CNC04645|CNI03620|CNB01550|CNC06460|CNI00970|CNB05360|CNC04400|CND00110|CNF01550|CNI01550|CNL04770|CNG02235|CNI01880|CNM01670,114,0,0.0185,0.342,-0.615,-1.8577,-1
14512,GO:0001216,GO:0001216,FALSE,GO:0001216,DNA-binding transcription activator activity,ENR,CNE03260|CNG02900|CNJ02920|CNJ02250|CNC02810|CNF00900|CNI04020|CNF00905|CNC06330|CND02990|CNA01820|CND03290|CNE01220|CNA01890|CNG01820|CNB00390|CNB03820,17,0,0.0312,0.528,-0.8183,-1.8144,-1
14513,GO:0044391,GO:0044391,FALSE,GO:0044391,ribosomal subunit,ENR,CNB04730|CNB05510|CNC00700|CNC01030|CNA02220|CNC01900|CNC02805|CNC02880|CND02780|CNC03760|CNC04290|CND04400|CNC04305|CNC04540|CNC05240|CNC05320|CNI03760|CND03460|CND04600|CND05700|CNE01960|CNE02160|CNE02170|CNE02690|CNE04000|CNE04980|CNF00040|CNF02140|CNF04150|CNG01450|CNG03160|CNG04360|CNH00340|CNH01600|CNH01605|CNH01770|CNH02050|CNH02760|CNI01050|CNI01090|CNI01480|CNI02170|CNI02560|CNI03170|CNJ01140|CNJ01410|CNJ01560|CNJ02260|CNJ02550|CNJ03110|CNJ03120|CNE02300|CNK01360|CNK02900|CNK03100|CNL05120|CNL05155|CNM00390|CNM01020|CNM02240|CNM02320|CNN01910|CNH01270|CNC02150|CNA08220|CNB00600|CND04200|CNB01910|CNB02360|CNK01450|CNL05370|CNC00350|CNC01630|CNC03010|CNC05360|CNC06990|CNE03060|CNA06350|CNG00300|CNG02920|CNJ03370|CNK02240|CNC04580|CNC06100|CND02610|CND02960|CNF00580|CNB01090|CND06280|CNF02270|CNB02750|CNF00670|CNJ00980|CNF01650|CNF03840|CNG02740|CNE01910|CNI02150|CND02790|CNI04340|CND04480|CNK01950|CNK03230|CNG02250|CNG03720|CNA00250|CNA01060|CNA06360|CNA06820|CNA07490|CNB02420|CNB04880|CNB05030|CNC03070|CNC01410|CNE03920|CNH02040|CNC06940|CND05910|CNA01000|CNF01790|CNF02150|CNG00830|CNG01090|CNA04850|CNG03520|CNA04940|CNI01120|CNA05170|CNA05210|CNJ01920|CNA06200|CNL03960|CNA06500|CNN01720|CNA07010|CNA07570|CNA07960|CNA07980|CNB02870|CNB03010|CNB04500,142,0,0.0123,0.23,-0.5943,-1.8872,-1
14514,GO:0051236,GO:0051236,FALSE,GO:0051236,establishment of RNA localization,ENR,CNA00560|CNI03750|CND02710|CNB00500|CNA05940|CNA07200|CND03210|CND04460|CNE02890|CNF04670|CNL03950|CND03780|CND05070|CND05090|CNB04060|CNB04290|CNG03370|CNC02045|CNH03800|CNJ00640|CNK00330|CNL03800|CNF03840|CNK00830|CNL06030|CNI04340|CND01750|CNI03180|CNB01140|CND01280|CNH00200|CNE02810|CNI02830|CNM00860|CNN00070|CNA00950|CNA01910|CNB00270|CNC02370|CNC04330|CND00190|CND03230|CNE05030|CNF01750|CND05580|CNG01470|CNG03240|CNI03290|CNI03320|CNI03520|CNI04120|CNJ01760|CNC06460|CNF02020|CNI01160|CNL06580|CNI01450|CNC05650|CNI01880|CNN01280,60,0,0.0861,0.957,-0.5678,-1.6859,-1
14515,GO:0001732,GO:0001732,FALSE,GO:0001732,formation of cytoplasmic translation initiation complex,ENR,CNA05850|CNB01420|CND02370|CND05740|CNE01020|CNE03290|CNF04540|CNK01460|CNL05160|CNM00700|CNH01170|CNC02150|CNB01090|CNE00550|CNE00740|CNE04090|CNA04920,17,0.0072,0.0952,0.983,-0.746,-1.6599,-0.9928
14516,GO:0050660,GO:0050660,FALSE,GO:0050660,flavin adenine dinucleotide binding,ENR,CNA01280|CNA04330|CNI00360|CNL03730|CNA05260|CNI03270|CNA05250|CNA07390|CNB01750|CNA08200|CNB00140|CNB01650|CNM00900|CNI04030|CNJ01190|CNL04820|CNJ02910|CNN01550|CNC04120|CNN01640|CNK00550|CNC03310|CNK01540|CNC06950|CNF04590|CND05840|CNC07010|CNK03140|CNF04100|CNG00340|CNE01560|CND03420|CND05770|CNE00330|CNA05000|CND01320|CNE01240|CND06110|CNE04860|CNB03640|CNE04870|CNC07160|CNF01770|CNC04560|CNG00460|CNG00320|CNG03990|CNG00410|CNA02240|CNA04140|CNH03730|CNE02870|CNG03020|CNI00050|CNA02570,55,0,0.0905,0.793,0.8833,1.5462,1
14517,GO:0098803,GO:0098803,FALSE,GO:0098803,respiratory chain complex,ENR,CNG00860|CNG02210|CNG03480|CNH02740|CNA03110|CNA01370|CNA03530|CNI02590|CNI03270|CNE01150|CNK03240|CNL04280|CNB00800|CNL04470|CNB01310|CNL04890|CNL05510|CNB03500|CNF01340|CNC02900|CNM01400|CNM01810|CNC05480|CNN01330|CNH03630|CNC07090|CNH01030|CNJ00510|CND04430|CNA04520|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560,35,0.0012,0.0979,0.974,0.8588,1.5225,0.9988
14518,GO:0071103,GO:0071103,FALSE,GO:0071103,DNA conformation change,ENR,CNC06510|CNA06550|CNM01820|CNN01100|CNK01830|CND03645|CNL04080|CNL05000|CNA05570|CNA05940|CNC02830|CNB05090|CNC05330|CNB02210|CNI03050|CNM01520|CNI03280|CND03540|CNH02480|CNA03600|CNA00540|CND06010|CNA00900|CNA06970|CNA05290|CNB00560|CNA06590|CNB00570|CNA08010|CNB05610|CNB02030|CNC00880|CNC01110|CNA00750|CNC01610|CNE04440|CNB04510|CNJ02540|CNG03620|CNL05670|CNC04970|CND01850|CNC00780|CND05500|CNC01750|CNE00970|CNE04500|CNG02380|CNG01400|CND02690|CND02890|CND04050|CNH00610|CNI02950|CNL06800|CNE03830|CNH02010|CNE03980|CNF02840|CNA00990|CNA06840|CNG01230|CNL04590|CNB01380|CNC04645|CNG04180|CNC05310|CNI03620|CNB01550|CNB05360|CNC04400|CND00110|CNJ00400|CNF01550|CNM01210|CNG02235|CNM01670|CNK02970,78,0,0.0926,0.968,-0.5761,-1.6755,-1
